Inek_ID,Irk,Yas,Agirlik_kg,Dogum_Sayisi,Laktasyon_Asamasi,Ureme_Durumu,Yem_Tipi,Yem_Miktari_kg_gun,Yemleme_Sikligi,Su_Tuketimi_L_gun,Walking_Distance(km/day),Grazing_Duration(hrs/day),Rumination_Time(hrs/day),Resting_Hours(hrs/day),Vucut_Sicakligi_C,Nabiz_bpm,Asi_Durumu,Gecmis_Hastaliklar,Saglik_Uyarilari,Ortam_Sicakligi_C,Nem_Yuzde,Mevsim,Barinak_Kosullari,Sut_Verimi_L_gun
COW_0718,Sahiwal,3,388,3,Early,Pregnant,Concentrate,17.5,4,64,3.3,2.8,7.5,6.9,38.9,68,Yes,FMD,High Temp,17.0,59,Summer,Clean,19.2
COW_0719,Holstein,5,401,4,Mid,Pregnant,Green Fodder,22.0,2,40,3.86,7.3,7.5,7.1,39.0,57,Yes,None,High Temp,17.8,77,Winter,Poor,5.4
COW_0720,Holstein,8,490,6,Early,Open,Concentrate,19.7,2,66,1.63,6.8,7.2,7.1,38.8,61,Yes,FMD,Low Activity,31.6,50,Summer,Clean,14.5
COW_0721,Sahiwal,7,506,5,Early,Open,Concentrate,22.9,2,31,3.06,7.1,9.8,6.8,38.6,58,Yes,None,High Temp,15.4,76,Monsoon,Clean,15.2
COW_0722,Holstein,7,459,3,Mid,Open,Concentrate,23.8,3,70,4.6,6.5,9.7,8.0,38.5,66,No,FMD,Low Activity,16.5,49,Winter,Clean,6.4
COW_0723,Holstein,3,529,2,Early,Pregnant,Dry Fodder,20.7,4,61,1.32,7.4,7.6,11.1,38.1,53,Yes,Digestive Disorder,High Temp,33.8,70,Winter,Moderate,17.2
COW_0724,Sahiwal,6,466,2,Mid,Pregnant,Green Fodder,19.8,2,70,4.78,5.6,6.5,9.2,39.1,78,Yes,FMD,Low Activity,21.4,81,Winter,Poor,19.5
COW_0725,Gir,3,433,3,Dry,Pregnant,Concentrate,16.1,3,68,4.26,2.1,8.0,10.5,37.6,53,No,Mastitis,High Temp,37.8,50,Winter,Moderate,15.3
COW_0726,Gir,2,360,3,Early,Inseminated,Dry Fodder,13.0,2,65,4.02,4.2,8.5,7.4,37.5,63,Yes,FMD,Low Activity,25.7,90,Summer,Poor,16.1
COW_0727,Gir,4,413,5,Early,Inseminated,Dry Fodder,17.8,3,54,4.47,5.3,4.2,10.5,37.5,41,No,FMD,High Temp,23.1,39,Monsoon,Clean,16.4
COW_0728,Holstein,4,549,3,Late,Open,Green Fodder,19.6,4,68,4.09,7.5,8.3,7.2,37.6,44,Yes,FMD,Low Activity,29.5,88,Summer,Moderate,17.8
COW_0729,Holstein,9,531,3,Mid,Pregnant,Dry Fodder,16.8,3,37,4.19,4.1,6.0,6.7,38.2,80,Yes,Digestive Disorder,Normal,19.5,81,Winter,Clean,10.6
COW_0730,Jersey,2,340,6,Mid,Inseminated,Concentrate,16.0,3,67,2.16,2.2,4.0,6.4,38.8,76,No,None,Normal,24.5,42,Winter,Clean,15.4
COW_0731,Sahiwal,8,402,4,Early,Inseminated,Concentrate,23.6,2,56,2.26,2.4,4.9,11.0,38.9,52,No,Digestive Disorder,Low Activity,18.9,41,Winter,Moderate,15.2
COW_0732,Jersey,10,368,3,Mid,Open,Concentrate,21.4,3,69,3.14,3.6,9.7,8.2,39.1,53,Yes,Digestive Disorder,High Temp,27.2,75,Winter,Moderate,5.4
COW_0733,Holstein,10,447,2,Dry,Open,Concentrate,12.3,2,40,3.04,6.7,7.0,10.1,38.7,69,Yes,None,Normal,15.2,60,Summer,Moderate,15.3
COW_0734,Holstein,10,416,3,Dry,Inseminated,Concentrate,17.4,3,40,1.58,4.2,8.2,10.0,38.0,43,Yes,None,Normal,35.4,55,Summer,Moderate,18.1
COW_0735,Holstein,10,491,5,Early,Open,Concentrate,15.8,4,33,4.32,5.6,4.1,8.0,37.8,74,Yes,Digestive Disorder,Normal,29.6,33,Winter,Clean,5.4
COW_0736,Holstein,7,520,4,Dry,Open,Green Fodder,16.0,3,54,3.14,4.7,5.0,9.9,37.9,47,Yes,Mastitis,High Temp,20.2,31,Monsoon,Moderate,14.3
COW_0737,Sahiwal,8,565,3,Mid,Inseminated,Green Fodder,21.8,2,67,1.37,6.2,7.6,9.6,38.9,67,No,Mastitis,Low Activity,16.8,80,Monsoon,Clean,11.4
COW_0738,Gir,6,391,4,Dry,Open,Green Fodder,14.3,2,45,1.74,2.7,4.2,10.2,38.1,46,No,FMD,High Temp,29.6,84,Winter,Clean,14.8
COW_0739,Jersey,3,419,6,Mid,Open,Dry Fodder,15.7,3,66,2.9,5.3,5.9,6.6,39.0,44,No,Mastitis,Low Activity,20.1,65,Monsoon,Moderate,14.2
COW_0740,Gir,10,469,2,Early,Pregnant,Dry Fodder,19.9,4,58,2.36,2.4,4.2,9.8,37.8,43,No,FMD,High Temp,37.8,86,Summer,Clean,7.6
COW_0741,Jersey,4,412,1,Late,Inseminated,Dry Fodder,17.3,2,36,3.61,3.8,4.3,8.0,38.2,59,Yes,FMD,High Temp,29.7,82,Monsoon,Moderate,14.0
COW_0742,Sahiwal,6,577,5,Mid,Pregnant,Dry Fodder,20.7,4,33,2.53,5.9,8.7,10.6,37.6,73,No,Mastitis,Low Activity,37.3,30,Monsoon,Poor,10.2
COW_0743,Jersey,5,510,2,Dry,Pregnant,Green Fodder,10.4,2,34,1.79,7.6,6.5,9.2,39.1,69,No,FMD,Low Activity,15.2,74,Winter,Moderate,18.9
COW_0744,Gir,10,302,2,Early,Pregnant,Concentrate,18.8,3,35,2.22,3.7,4.8,9.2,39.3,44,No,FMD,Normal,24.6,47,Summer,Poor,12.8
COW_0745,Jersey,3,402,5,Mid,Pregnant,Dry Fodder,15.9,4,63,1.31,5.9,5.7,10.2,37.6,42,Yes,FMD,Normal,20.8,86,Winter,Poor,18.2
COW_0746,Gir,10,424,3,Late,Inseminated,Green Fodder,24.8,4,56,3.33,6.1,5.7,6.7,37.8,52,Yes,FMD,High Temp,22.7,39,Summer,Moderate,12.2
COW_0747,Holstein,3,388,1,Mid,Inseminated,Dry Fodder,23.4,2,67,4.44,4.5,5.3,11.2,39.0,44,Yes,FMD,Low Activity,18.5,78,Monsoon,Clean,16.2
COW_0748,Holstein,3,343,5,Mid,Open,Green Fodder,12.0,2,32,2.92,2.4,9.5,11.0,37.8,71,No,Mastitis,Normal,26.7,49,Winter,Moderate,7.9
COW_0749,Gir,10,494,4,Dry,Open,Concentrate,17.1,4,38,4.29,7.9,7.6,8.2,38.1,60,Yes,Digestive Disorder,Normal,27.7,63,Winter,Poor,15.9
COW_0750,Holstein,6,477,5,Dry,Pregnant,Concentrate,20.0,2,48,4.92,4.0,9.7,11.9,39.5,76,No,None,High Temp,26.1,38,Summer,Moderate,13.7
COW_0751,Jersey,4,519,3,Dry,Pregnant,Green Fodder,10.6,2,55,4.58,4.7,10.0,8.7,37.7,60,No,Digestive Disorder,Normal,31.6,71,Monsoon,Poor,11.8
COW_0752,Jersey,8,410,1,Dry,Open,Dry Fodder,22.2,3,35,2.24,4.9,8.9,11.2,39.0,56,No,None,Low Activity,19.1,84,Monsoon,Poor,13.2
COW_0753,Sahiwal,2,301,3,Early,Open,Concentrate,23.7,3,37,2.21,7.7,7.7,11.2,38.8,62,No,None,High Temp,24.1,74,Summer,Poor,19.5
COW_0754,Jersey,7,427,3,Early,Pregnant,Concentrate,14.8,4,31,2.12,4.1,6.7,10.4,38.0,54,No,Digestive Disorder,Normal,35.8,33,Summer,Poor,17.2
COW_0755,Holstein,8,495,3,Mid,Open,Green Fodder,14.7,3,41,2.56,3.8,5.9,6.4,38.9,63,Yes,Mastitis,High Temp,18.1,32,Monsoon,Clean,16.4
COW_0756,Holstein,7,300,5,Mid,Pregnant,Green Fodder,23.8,2,48,2.15,3.6,7.9,11.9,39.3,41,Yes,Mastitis,High Temp,24.2,60,Summer,Moderate,16.9
COW_0757,Jersey,10,365,4,Early,Pregnant,Dry Fodder,18.8,2,61,2.09,2.8,5.5,9.4,37.6,64,No,None,High Temp,24.2,35,Summer,Clean,17.5
COW_0758,Jersey,9,587,6,Late,Pregnant,Green Fodder,16.7,4,54,1.98,4.4,6.7,6.3,38.0,75,No,Digestive Disorder,Low Activity,28.8,56,Monsoon,Moderate,11.0
COW_0759,Gir,4,357,6,Early,Pregnant,Dry Fodder,13.6,2,53,4.04,4.3,4.5,9.2,39.2,45,No,FMD,Low Activity,16.6,58,Winter,Clean,12.3
COW_0760,Jersey,6,533,1,Early,Pregnant,Dry Fodder,14.6,4,37,3.48,4.8,9.2,8.8,39.4,76,No,Mastitis,Normal,18.0,51,Monsoon,Poor,9.6
COW_0761,Jersey,6,535,6,Early,Inseminated,Concentrate,16.3,4,60,2.97,6.8,8.3,6.8,39.4,49,No,Digestive Disorder,Low Activity,26.7,37,Summer,Moderate,7.9
COW_0762,Holstein,5,406,1,Dry,Inseminated,Dry Fodder,20.5,3,45,3.57,3.4,8.0,7.9,39.4,49,No,FMD,High Temp,35.5,52,Monsoon,Moderate,7.3
COW_0763,Gir,5,507,1,Late,Inseminated,Concentrate,11.6,4,48,4.72,3.7,4.1,9.2,38.3,73,No,FMD,High Temp,17.9,58,Winter,Moderate,18.4
COW_0764,Sahiwal,6,317,2,Late,Inseminated,Concentrate,18.4,4,70,2.43,5.8,7.7,7.3,38.6,53,No,FMD,Normal,20.5,33,Winter,Poor,18.9
COW_0765,Jersey,7,425,4,Late,Inseminated,Concentrate,11.5,4,35,2.8,6.4,5.0,10.4,37.6,66,No,Digestive Disorder,High Temp,29.1,62,Winter,Clean,18.0
COW_0766,Sahiwal,3,440,1,Late,Open,Concentrate,19.9,4,66,2.72,3.5,9.8,11.1,39.0,69,No,Mastitis,Low Activity,17.4,50,Monsoon,Moderate,14.2
COW_0767,Gir,4,507,1,Late,Pregnant,Dry Fodder,18.2,2,39,1.9,7.3,9.0,10.9,38.1,69,Yes,None,High Temp,23.5,79,Winter,Moderate,7.2
COW_0768,Sahiwal,5,446,6,Early,Inseminated,Concentrate,13.1,3,44,3.12,5.6,7.7,7.5,39.1,78,Yes,None,Low Activity,26.1,62,Monsoon,Clean,13.2
COW_0769,Gir,9,561,5,Early,Open,Concentrate,17.5,2,54,4.52,3.5,6.6,9.1,38.6,55,Yes,Mastitis,Normal,20.8,63,Monsoon,Clean,5.7
COW_0770,Sahiwal,9,557,5,Dry,Inseminated,Green Fodder,19.6,2,56,3.23,2.9,8.7,6.7,38.5,56,Yes,Mastitis,High Temp,35.1,62,Monsoon,Poor,12.8
COW_0771,Gir,5,374,1,Early,Inseminated,Dry Fodder,16.9,2,44,4.74,6.4,6.2,11.8,39.2,64,No,FMD,Low Activity,39.1,32,Monsoon,Poor,5.8
COW_0772,Holstein,9,304,4,Late,Open,Dry Fodder,14.0,4,57,1.5,5.9,7.1,6.3,37.8,64,Yes,Digestive Disorder,Normal,21.4,64,Winter,Moderate,18.3
COW_0773,Jersey,5,507,6,Dry,Open,Dry Fodder,16.0,3,38,3.95,2.8,8.0,7.0,38.7,42,Yes,None,Normal,28.1,51,Winter,Clean,15.3
COW_0774,Sahiwal,7,582,1,Mid,Inseminated,Green Fodder,15.2,4,34,3.73,4.0,8.3,10.3,37.9,42,No,FMD,High Temp,37.8,44,Summer,Moderate,16.2
COW_0775,Holstein,4,474,6,Mid,Open,Green Fodder,19.7,2,62,1.7,2.0,8.6,8.5,39.1,72,Yes,None,Normal,24.6,40,Summer,Moderate,18.7
COW_0776,Sahiwal,4,528,2,Early,Inseminated,Dry Fodder,12.8,3,34,4.4,2.3,8.9,9.7,38.1,75,No,None,Low Activity,17.4,52,Summer,Moderate,6.6
COW_0777,Sahiwal,8,405,3,Early,Inseminated,Concentrate,19.8,2,64,2.75,4.8,4.4,8.0,38.5,40,No,None,Normal,32.1,35,Monsoon,Clean,19.6
COW_0778,Sahiwal,4,411,3,Dry,Open,Concentrate,22.5,4,52,4.09,5.4,8.8,11.7,38.9,73,No,None,Normal,17.8,62,Monsoon,Poor,18.2
COW_0779,Jersey,7,408,6,Mid,Inseminated,Dry Fodder,24.7,4,58,1.8,2.7,4.9,10.0,38.2,80,Yes,Mastitis,Low Activity,21.7,77,Summer,Poor,14.3
COW_0780,Jersey,5,456,1,Mid,Inseminated,Green Fodder,13.0,3,55,1.75,2.5,6.0,7.5,39.2,75,No,None,Normal,28.8,78,Winter,Moderate,19.5
COW_0781,Sahiwal,7,512,2,Mid,Open,Dry Fodder,24.1,4,33,4.46,3.3,9.6,11.6,38.9,66,No,Mastitis,High Temp,32.8,71,Winter,Poor,13.0
COW_0782,Jersey,3,484,2,Late,Pregnant,Dry Fodder,10.4,4,58,4.77,2.3,7.5,6.7,39.2,71,No,None,High Temp,21.1,69,Winter,Clean,18.3
COW_0783,Gir,7,400,3,Late,Pregnant,Dry Fodder,16.5,3,39,1.04,4.8,5.9,7.8,38.2,60,Yes,Digestive Disorder,High Temp,34.8,55,Monsoon,Poor,8.0
COW_0784,Jersey,4,341,3,Dry,Open,Green Fodder,16.1,2,40,3.93,7.1,7.0,7.8,38.8,51,No,Digestive Disorder,Normal,23.4,53,Winter,Poor,18.7
COW_0785,Holstein,5,361,2,Late,Inseminated,Concentrate,16.8,2,47,2.88,3.2,6.9,8.3,39.2,66,No,None,Normal,31.0,57,Summer,Clean,15.8
COW_0786,Sahiwal,4,575,6,Late,Open,Concentrate,19.2,3,40,2.64,6.6,9.6,6.9,38.6,65,No,Digestive Disorder,Normal,36.6,30,Winter,Poor,7.2
COW_0787,Gir,2,579,5,Dry,Open,Dry Fodder,23.3,2,65,2.04,4.8,6.2,6.5,38.5,73,Yes,None,Low Activity,19.6,63,Monsoon,Poor,13.3
COW_0788,Gir,3,553,1,Early,Inseminated,Dry Fodder,11.6,4,37,3.6,6.5,4.8,7.7,38.6,54,No,Mastitis,High Temp,19.2,34,Winter,Clean,16.0
COW_0789,Gir,3,599,4,Mid,Inseminated,Green Fodder,19.1,3,40,2.05,3.8,9.0,7.5,38.1,43,Yes,None,High Temp,32.1,70,Monsoon,Clean,16.4
COW_0790,Holstein,10,323,5,Early,Open,Green Fodder,17.6,4,37,1.54,5.2,6.3,8.4,37.9,47,No,Digestive Disorder,High Temp,35.7,82,Summer,Clean,19.1
COW_0791,Jersey,7,507,4,Mid,Open,Concentrate,19.3,4,55,2.95,4.4,8.5,10.7,39.2,47,No,FMD,Low Activity,19.9,88,Winter,Clean,15.1
COW_0792,Holstein,10,595,6,Dry,Pregnant,Concentrate,12.1,2,45,4.09,5.8,7.1,10.3,37.6,61,Yes,Mastitis,High Temp,37.3,64,Summer,Moderate,12.2
COW_0793,Holstein,8,493,6,Dry,Open,Concentrate,11.9,3,49,4.75,7.2,6.2,10.5,37.7,58,No,None,Normal,31.8,76,Summer,Clean,10.7
COW_0794,Holstein,6,436,5,Mid,Open,Green Fodder,24.9,2,56,2.87,4.4,10.0,11.3,37.9,64,No,FMD,Low Activity,22.5,47,Monsoon,Poor,7.6
COW_0795,Sahiwal,6,466,2,Early,Open,Concentrate,21.4,2,55,3.76,5.3,6.5,11.0,38.2,65,No,Digestive Disorder,High Temp,18.8,49,Monsoon,Clean,14.3
COW_0796,Sahiwal,6,549,5,Dry,Open,Dry Fodder,11.5,4,48,3.93,2.8,7.2,7.2,38.8,43,Yes,None,High Temp,23.9,67,Monsoon,Poor,15.9
COW_0797,Gir,5,494,4,Late,Open,Concentrate,10.2,3,60,2.35,7.1,7.7,8.7,38.9,68,Yes,Mastitis,Normal,24.5,32,Monsoon,Clean,9.8
COW_0798,Holstein,4,569,6,Early,Open,Dry Fodder,11.1,4,59,2.59,6.5,6.5,6.3,39.1,62,Yes,None,Low Activity,28.4,61,Summer,Clean,6.5
COW_0799,Sahiwal,3,316,1,Early,Inseminated,Concentrate,12.1,4,55,2.26,5.2,6.2,7.5,39.1,65,No,Digestive Disorder,Normal,30.6,51,Winter,Clean,17.5
COW_0800,Jersey,3,376,5,Late,Inseminated,Green Fodder,19.7,4,61,2.43,6.4,5.0,9.0,38.9,67,No,FMD,High Temp,18.8,67,Winter,Clean,18.8
COW_0801,Jersey,3,403,5,Mid,Inseminated,Concentrate,11.8,3,42,2.66,7.6,8.7,11.7,38.8,69,Yes,Digestive Disorder,Normal,28.2,90,Summer,Poor,12.8
COW_0802,Jersey,7,558,5,Late,Pregnant,Dry Fodder,17.9,3,44,4.83,4.6,6.5,7.5,39.1,74,Yes,Mastitis,Normal,19.9,77,Summer,Poor,7.5
COW_0803,Holstein,2,436,5,Mid,Open,Green Fodder,11.2,2,60,3.61,2.8,4.2,9.7,39.0,48,Yes,FMD,High Temp,17.1,76,Winter,Moderate,18.4
COW_0804,Gir,10,595,4,Late,Pregnant,Concentrate,17.9,2,48,4.23,2.7,6.9,8.0,38.0,48,No,FMD,High Temp,27.5,32,Monsoon,Clean,14.8
COW_0805,Jersey,9,317,3,Early,Inseminated,Concentrate,17.4,3,42,3.09,6.2,6.7,11.1,37.8,66,Yes,Mastitis,Low Activity,26.7,82,Summer,Moderate,18.1
COW_0806,Holstein,4,565,1,Late,Pregnant,Concentrate,24.9,3,33,2.96,6.7,9.5,10.0,39.0,68,No,None,High Temp,30.0,77,Winter,Clean,10.7
COW_0807,Gir,9,306,2,Mid,Open,Green Fodder,24.9,2,54,2.02,7.0,8.8,10.9,39.1,66,No,FMD,High Temp,27.5,36,Monsoon,Poor,5.5
COW_0808,Holstein,5,437,1,Early,Pregnant,Dry Fodder,16.7,3,44,2.54,3.7,7.3,9.9,39.2,54,No,FMD,High Temp,24.6,46,Monsoon,Clean,16.4
COW_0809,Jersey,9,390,4,Dry,Pregnant,Concentrate,13.1,2,60,4.31,2.4,7.9,11.0,37.5,42,No,FMD,High Temp,39.3,32,Summer,Moderate,10.7
COW_0810,Sahiwal,3,408,5,Early,Pregnant,Green Fodder,19.8,2,49,2.63,7.2,6.4,9.1,37.9,51,No,Digestive Disorder,Normal,19.2,47,Summer,Moderate,19.2
COW_0811,Jersey,9,438,6,Early,Open,Dry Fodder,24.5,2,67,1.33,7.7,7.6,8.5,37.6,79,No,FMD,High Temp,38.8,54,Monsoon,Clean,20.0
COW_0812,Gir,7,312,3,Early,Inseminated,Green Fodder,12.5,3,65,3.75,7.5,5.2,10.4,38.6,43,No,None,High Temp,38.3,33,Winter,Clean,10.6
COW_0813,Gir,7,373,4,Early,Pregnant,Dry Fodder,24.1,2,44,3.56,3.4,5.9,8.4,38.1,47,No,FMD,Low Activity,32.3,82,Monsoon,Clean,15.0
COW_0814,Holstein,9,345,5,Mid,Pregnant,Dry Fodder,16.6,4,58,4.57,6.7,5.7,10.9,38.5,50,Yes,None,High Temp,15.1,88,Summer,Moderate,19.3
COW_0815,Sahiwal,8,539,2,Mid,Open,Dry Fodder,15.9,2,39,1.1,5.4,8.7,9.3,39.0,47,Yes,FMD,Normal,23.6,42,Monsoon,Moderate,18.9
COW_0816,Gir,2,419,6,Mid,Pregnant,Green Fodder,14.9,2,54,2.14,4.5,7.9,6.2,39.5,77,Yes,FMD,Normal,21.6,89,Winter,Moderate,6.8
COW_0817,Sahiwal,3,313,2,Dry,Pregnant,Dry Fodder,14.6,2,36,4.42,6.4,4.8,6.2,39.1,40,No,None,High Temp,19.9,34,Winter,Moderate,9.9
COW_0818,Jersey,4,487,2,Dry,Pregnant,Dry Fodder,18.1,2,53,2.84,4.3,5.8,8.1,39.0,73,Yes,None,Low Activity,25.7,55,Summer,Poor,5.2
COW_0819,Jersey,6,591,1,Early,Open,Dry Fodder,16.9,2,45,2.7,3.3,4.5,7.0,37.6,76,Yes,FMD,Normal,26.4,71,Winter,Clean,10.1
COW_0820,Sahiwal,9,456,6,Dry,Inseminated,Green Fodder,13.5,2,50,2.97,4.5,6.5,7.6,39.3,47,No,Digestive Disorder,High Temp,26.7,32,Monsoon,Clean,19.7
COW_0821,Sahiwal,6,501,6,Mid,Open,Concentrate,24.8,4,49,1.73,5.6,7.7,6.3,38.8,57,No,Mastitis,High Temp,40.0,43,Monsoon,Poor,8.4
COW_0822,Sahiwal,2,559,4,Late,Pregnant,Green Fodder,23.4,4,65,3.18,5.6,5.4,7.3,38.6,69,No,Mastitis,High Temp,27.1,47,Monsoon,Clean,18.7
COW_0823,Gir,3,482,3,Dry,Open,Concentrate,16.2,2,63,4.21,4.1,10.0,10.0,37.6,50,Yes,Mastitis,Normal,19.0,48,Summer,Moderate,6.3
COW_0824,Gir,5,337,6,Early,Pregnant,Green Fodder,17.1,4,61,3.54,6.9,8.4,11.1,39.5,70,Yes,Digestive Disorder,Normal,39.8,49,Summer,Poor,11.7
COW_0825,Holstein,8,499,4,Dry,Open,Dry Fodder,20.6,2,62,1.27,5.3,8.4,6.7,38.7,49,Yes,Digestive Disorder,High Temp,36.7,85,Winter,Poor,12.1
COW_0826,Holstein,7,411,3,Late,Open,Dry Fodder,19.0,4,43,4.87,3.0,9.6,6.8,37.7,66,Yes,FMD,Low Activity,30.0,51,Monsoon,Poor,19.5
COW_0827,Gir,9,543,2,Dry,Open,Green Fodder,14.6,4,58,3.99,4.6,7.8,7.9,37.8,78,Yes,Mastitis,Low Activity,38.1,32,Monsoon,Clean,19.2
COW_0828,Gir,7,351,4,Dry,Pregnant,Concentrate,20.4,2,47,3.04,2.8,4.4,6.2,38.0,47,Yes,FMD,Normal,26.1,83,Summer,Moderate,6.6
COW_0829,Holstein,7,525,6,Mid,Open,Green Fodder,24.2,2,47,4.89,3.2,4.8,10.9,37.8,66,No,FMD,Normal,20.7,69,Monsoon,Moderate,17.2
COW_0830,Sahiwal,6,575,4,Early,Open,Concentrate,23.2,3,51,4.34,3.5,8.4,11.9,38.3,80,Yes,None,High Temp,25.8,43,Summer,Poor,12.5
COW_0831,Jersey,6,466,6,Dry,Open,Dry Fodder,19.7,4,47,1.32,7.9,7.5,10.7,38.7,47,No,Digestive Disorder,Normal,30.1,80,Summer,Moderate,14.9
COW_0832,Holstein,6,550,4,Mid,Pregnant,Green Fodder,17.8,4,44,2.99,3.7,4.4,8.2,38.6,51,No,None,High Temp,38.1,52,Winter,Clean,15.8
COW_0833,Holstein,2,338,3,Late,Open,Green Fodder,17.8,4,70,4.05,4.7,6.4,9.4,38.7,57,No,None,Low Activity,35.6,88,Monsoon,Moderate,15.5
COW_0834,Gir,2,340,6,Late,Open,Concentrate,24.5,4,56,2.4,4.5,4.3,10.1,37.5,53,Yes,Mastitis,High Temp,37.4,59,Winter,Moderate,17.7
COW_0835,Sahiwal,5,580,4,Dry,Pregnant,Dry Fodder,17.1,3,58,3.9,4.8,9.6,7.9,38.9,50,Yes,Digestive Disorder,Normal,19.7,73,Monsoon,Moderate,17.3
COW_0836,Gir,8,349,6,Early,Open,Dry Fodder,10.7,3,32,2.91,5.8,7.3,8.4,37.5,65,Yes,None,Normal,19.8,74,Winter,Moderate,6.0
COW_0837,Jersey,3,430,1,Late,Pregnant,Green Fodder,14.8,2,40,1.63,5.4,7.1,7.6,38.0,56,No,FMD,Normal,30.5,67,Monsoon,Moderate,8.7
COW_0838,Sahiwal,9,463,6,Late,Inseminated,Green Fodder,10.4,3,36,1.27,5.1,7.3,6.6,38.2,58,Yes,Digestive Disorder,Low Activity,39.7,31,Monsoon,Moderate,5.9
COW_0839,Sahiwal,6,341,1,Mid,Open,Dry Fodder,16.7,4,68,3.11,7.3,4.6,11.7,39.5,73,No,Digestive Disorder,Normal,37.3,44,Summer,Poor,16.6
COW_0840,Jersey,3,562,5,Mid,Open,Concentrate,10.5,3,38,3.43,6.0,6.4,9.3,37.8,69,No,Digestive Disorder,Normal,18.7,74,Winter,Clean,8.4
COW_0841,Jersey,4,320,6,Mid,Inseminated,Green Fodder,23.8,4,33,1.86,5.1,5.2,10.3,37.9,74,No,FMD,High Temp,18.4,57,Summer,Clean,8.0
COW_0842,Holstein,2,584,3,Late,Pregnant,Concentrate,17.3,3,60,1.85,4.3,6.7,8.0,38.9,48,Yes,FMD,Normal,38.1,79,Monsoon,Clean,12.5
COW_0843,Jersey,5,510,6,Late,Inseminated,Green Fodder,14.5,4,62,3.47,3.0,7.1,10.8,37.9,59,No,FMD,Normal,19.0,54,Monsoon,Poor,19.9
COW_0844,Sahiwal,10,378,5,Dry,Pregnant,Dry Fodder,20.6,2,49,1.39,7.2,5.5,9.4,38.2,54,Yes,Mastitis,High Temp,35.3,84,Winter,Moderate,5.0
COW_0845,Sahiwal,5,527,6,Dry,Pregnant,Dry Fodder,10.4,2,43,3.02,5.1,9.3,10.4,38.2,80,No,None,Low Activity,30.1,32,Summer,Moderate,15.6
COW_0846,Jersey,10,437,1,Early,Open,Green Fodder,24.2,2,55,2.22,7.4,5.0,7.1,38.1,48,Yes,Mastitis,Low Activity,32.3,46,Winter,Clean,17.8
COW_0847,Holstein,7,597,5,Dry,Pregnant,Concentrate,24.1,3,37,2.48,2.1,8.1,6.7,38.0,71,No,FMD,High Temp,19.8,35,Winter,Moderate,5.3
COW_0848,Holstein,3,353,3,Dry,Inseminated,Dry Fodder,16.7,2,57,3.47,4.0,7.5,7.9,39.0,71,Yes,None,High Temp,21.3,74,Winter,Clean,10.4
COW_0849,Sahiwal,3,347,1,Dry,Pregnant,Concentrate,13.8,2,69,4.59,3.2,9.3,8.0,39.4,42,No,Digestive Disorder,Low Activity,20.3,64,Monsoon,Poor,13.4
COW_0850,Holstein,4,452,2,Early,Inseminated,Concentrate,21.6,4,37,1.87,7.2,8.5,9.3,38.3,70,No,Mastitis,High Temp,17.7,87,Monsoon,Poor,13.8
COW_0851,Jersey,5,559,1,Early,Pregnant,Green Fodder,16.7,3,61,3.36,6.6,7.8,6.3,38.7,64,Yes,FMD,High Temp,38.8,70,Summer,Moderate,15.7
COW_0852,Sahiwal,2,346,6,Dry,Open,Dry Fodder,17.1,4,40,4.82,7.6,8.5,7.9,38.8,73,No,Mastitis,Normal,25.3,48,Monsoon,Clean,6.1
COW_0853,Gir,7,368,2,Dry,Pregnant,Dry Fodder,13.4,3,56,2.92,6.3,5.1,8.6,38.4,53,No,None,High Temp,29.3,86,Monsoon,Clean,11.2
COW_0854,Sahiwal,2,361,6,Dry,Pregnant,Dry Fodder,21.1,4,70,3.51,4.7,7.9,10.9,39.0,47,No,Digestive Disorder,High Temp,15.4,54,Monsoon,Poor,9.2
COW_0855,Jersey,6,582,4,Mid,Inseminated,Concentrate,10.6,4,51,1.23,2.7,4.7,11.9,37.7,41,No,None,High Temp,15.9,66,Monsoon,Clean,6.8
COW_0856,Holstein,3,550,2,Dry,Open,Concentrate,10.2,2,41,1.69,4.4,6.4,11.2,38.8,64,Yes,Mastitis,Low Activity,35.9,39,Monsoon,Moderate,18.2
COW_0857,Jersey,9,369,2,Mid,Pregnant,Green Fodder,15.6,2,33,1.94,2.6,9.1,8.4,37.5,60,No,Mastitis,High Temp,39.4,65,Summer,Poor,12.5
COW_0858,Jersey,7,301,3,Early,Inseminated,Green Fodder,17.4,3,61,3.77,7.3,4.6,9.2,38.6,48,Yes,None,Normal,31.1,62,Monsoon,Poor,5.5
COW_0859,Jersey,2,521,6,Mid,Pregnant,Dry Fodder,12.4,2,58,2.48,7.9,8.1,10.7,38.8,68,Yes,FMD,High Temp,21.1,64,Summer,Moderate,5.8
COW_0860,Sahiwal,6,600,2,Early,Open,Concentrate,22.4,3,56,3.69,6.4,4.0,11.7,37.9,50,Yes,None,Low Activity,33.3,55,Summer,Poor,11.5
COW_0861,Sahiwal,2,353,2,Early,Pregnant,Concentrate,11.7,3,70,1.46,6.5,6.0,10.6,38.4,78,No,Digestive Disorder,Normal,39.5,85,Summer,Clean,10.1
COW_0862,Sahiwal,9,554,5,Dry,Pregnant,Green Fodder,21.2,4,30,4.33,3.6,5.6,8.5,38.1,69,Yes,FMD,High Temp,17.2,51,Winter,Clean,16.6
